50.56 , 4261
51.52 , 4362
52.48 , 4409
53.44 , 4474
54.40 , 4559
55.36 , 4612
56.32 , 4659
57.28 , 4705
58.24 , 4735
59.20 , 4742
60.16 , 4825
61.12 , 4896
62.08 , 4975
63.04 , 5030
64.00 , 5130
64.96 , 5120
65.92 , 5133
66.88 , 5273
67.84 , 5353
68.80 , 5350
69.76 , 5416
70.72 , 5485
71.68 , 5517
72.64 , 5547
73.60 , 5587
74.56 , 5603
75.52 , 5635
76.48 , 5639
77.44 , 5642
78.40 , 5660
79.36 , 5689
80.32 , 5712
81.28 , 5720
82.24 , 5730
83.20 , 5739
84.16 , 5736
85.12 , 5741
86.08 , 5750
87.04 , 5751
88.00 , 5755
88.96 , 5770
89.92 , 5777
90.88 , 5788
91.84 , 5795
92.80 , 5803
93.76 , 5804
94.72 , 5814
95.68 , 5819
96.64 , 5824
97.60 , 5830
98.56 , 5838
99.52 , 5842
100.48 , 5850
101.44 , 5851
102.40 , 5861
103.36 , 5865
104.32 , 5872
105.28 , 5873
106.24 , 5862
107.20 , 5885
108.16 , 5890
109.12 , 5890
110.08 , 5899
111.04 , 5901
112.00 , 5904
112.96 , 5911
113.92 , 5914
114.88 , 5917
115.84 , 5921
116.80 , 5924
117.76 , 5929
118.72 , 5931
119.68 , 5937
120.64 , 5939
121.60 , 5942
122.56 , 5947
123.52 , 5948
124.48 , 5955
125.44 , 5957
126.40 , 5964
127.36 , 5965
128.32 , 5971
129.28 , 5972
130.24 , 5976
131.20 , 5978
132.16 , 5980
133.12 , 5982
134.08 , 5992
135.04 , 5989
136.00 , 5995
136.96 , 5997
137.92 , 6002
138.88 , 6002
139.84 , 6003
140.80 , 6007
141.76 , 6007
142.72 , 6010
143.68 , 6015
144.64 , 6017
145.60 , 6020
146.56 , 6023
147.52 , 6025
148.48 , 6027
149.44 , 6031
150.40 , 6032
151.36 , 6039
152.32 , 6038
153.28 , 6041
154.24 , 6044
155.20 , 6047
156.16 , 6048
157.12 , 6050
158.08 , 6054
159.04 , 6056
160.00 , 6057
160.96 , 6060
161.92 , 6061
162.88 , 6063
163.84 , 6067
164.80 , 6068
165.76 , 6067
166.72 , 6069
167.68 , 6074
168.64 , 6077
169.60 , 6078
170.56 , 6081
171.52 , 6081
172.48 , 6085
173.44 , 6085
174.40 , 6087
175.36 , 6086
176.32 , 6090
177.28 , 6091
178.24 , 6095
179.20 , 6097
180.16 , 6096
181.12 , 6098
182.08 , 6099
183.04 , 6101
184.00 , 6104
184.96 , 6106
185.92 , 6108
186.88 , 6107
187.84 , 6110
188.80 , 6113
189.76 , 6113
190.72 , 6114
191.68 , 6118
192.64 , 6119
193.60 , 6119
194.56 , 6122
195.52 , 6123
196.48 , 6122
197.44 , 6126
198.40 , 6127
199.36 , 6129
200.32 , 6132

