50.46	3930
51.42	3970
52.38	4050
53.34	4140
54.3	4195
55.26	4292
56.22	4345
57.18	4360
58.14	4412
59.1	4503
60.06	4576
61.02	4664
61.98	4703
62.94	4852
63.9	4871
64.86	4908
65.82	4989
66.78	5064
67.74	5133
68.7	5232
69.66	5330
70.62	5348
71.58	5378
72.54	5492
73.5	5466
74.46	5536
75.42	5553
76.38	5586
77.34	5608
78.3	5629
79.26	5645
80.22	5664
81.18	5678
82.14	5695
83.1	5702
84.06	5709
85.02	5722
85.98	5731
86.94	5743
87.9	5748
88.86	5758
89.82	5768
90.78	5775
91.74	5781
92.7	5794
93.66	5797
94.62	5801
95.58	5812
96.54	5814
97.5	5832
98.46	5841
99.42	5847
100.38	5850
101.34	5839
102.3	5845
103.26	5850
104.22	5859
105.18	5868
106.14	5869
107.1	5877
108.06	5885
109.02	5886
109.98	5889
110.94	5897
111.9	5897
112.86	5901
113.82	5908
114.78	5913
115.74	5916
116.7	5922
117.66	5922
118.62	5925
119.58	5932
120.54	5934
121.5	5940
122.46	5939
123.42	5945
124.38	5947
125.34	5952
126.3	5954
127.26	5960
128.22	5963
129.18	5965
130.14	5978
131.1	5967
132.06	5969
133.02	5973
133.98	5977
134.94	5980
135.9	5982
136.86	5986
137.82	5990
138.78	5992
139.74	5999
140.7	5996
141.66	6000
142.62	6004
143.58	6003
144.54	6008
145.5	6008
146.46	6012
147.42	6015
148.38	6015
149.34	6022
150.3	6022
151.26	6024
152.22	6027
153.18	6030
154.14	6029
155.1	6033
156.06	6035
157.02	6038
157.98	6039
158.94	6044
159.9	6041
160.86	6045
161.82	6046
162.78	6048
163.74	6050
164.7	6053
165.66	6051
166.62	6054
167.58	6056
168.54	6058
169.5	6061
170.46	6061
171.42	6063
172.38	6063
173.34	6068
174.3	6076
175.26	6075
176.22	6078
177.18	6086
178.14	6087
179.1	6084
180.06	6083
181.02	6085
181.98	6086
182.94	6089
183.9	6091
184.86	6093
185.82	6098
186.78	6096
187.74	6094
188.7	6096
189.66	6096
190.62	6101
191.58	6112
192.54	6101
193.5	6106
194.46	6108
195.42	6107
196.38	6108
197.34	6116
198.3	6111
199.26	6113
200.22	6115
