50.96 , 3959
51.92 , 4007
52.88 , 4112
53.84 , 4161
54.80 , 4307
55.76 , 4361
56.72 , 4393
57.68 , 4442
58.64 , 4538
59.60 , 4576
60.56 , 4623
61.52 , 4672
62.48 , 4775
63.44 , 4865
64.40 , 4934
65.36 , 5000
66.32 , 5072
67.28 , 5102
68.24 , 5174
69.20 , 5230
70.16 , 5310
71.12 , 5412
72.08 , 5431
73.04 , 5496
74.00 , 5533
74.96 , 5545
75.92 , 5592
76.88 , 5611
77.84 , 5628
78.80 , 5655
79.76 , 5662
80.72 , 5674
81.68 , 5686
82.64 , 5696
83.60 , 5713
84.56 , 5716
85.52 , 5730
86.48 , 5743
87.44 , 5753
88.40 , 5762
89.36 , 5763
90.32 , 5778
91.28 , 5788
92.24 , 5791
93.20 , 5799
94.16 , 5808
95.12 , 5813
96.08 , 5823
97.04 , 5825
98.00 , 5831
98.96 , 5835
99.92 , 5844
100.88 , 5850
101.84 , 5855
102.80 , 5859
103.76 , 5863
104.72 , 5871
105.68 , 5875
106.64 , 5883
107.60 , 5887
108.56 , 5890
109.52 , 5891
110.48 , 5901
111.44 , 5904
112.40 , 5906
113.36 , 5910
114.32 , 5915
115.28 , 5919
116.24 , 5924
117.20 , 5931
118.16 , 5929
119.12 , 5935
120.08 , 5937
121.04 , 5943
122.00 , 5947
122.96 , 5949
123.92 , 5952
124.88 , 5954
125.84 , 5957
126.80 , 5960
127.76 , 5964
128.72 , 5970
129.68 , 5971
130.64 , 5976
131.60 , 5976
132.56 , 5980
133.52 , 5982
134.48 , 5985
135.44 , 5987
136.40 , 5989
137.36 , 5994
138.32 , 5997
139.28 , 5998
140.24 , 6002
141.20 , 6009
142.16 , 6015
143.12 , 6010
144.08 , 6013
145.04 , 6020
146.00 , 6017
146.96 , 6027
145.04 , 6020
146.00 , 6017
146.96 , 6027
147.92 , 6028
148.88 , 6022
149.84 , 6024
150.80 , 6032
151.76 , 6032
152.72 , 6034
153.68 , 6045
154.64 , 6046
155.60 , 6042
156.56 , 6048
157.52 , 6047
158.48 , 6048
159.44 , 6052
160.40 , 6051
161.36 , 6057
162.32 , 6061
163.28 , 6058
164.24 , 6062
165.20 , 6065
166.16 , 6069
167.12 , 6072
168.08 , 6080
169.04 , 6068
170.00 , 6074
170.96 , 6076
171.92 , 6075
172.88 , 6079
173.84 , 6081
174.80 , 6082
175.76 , 6085
176.72 , 6087
177.68 , 6086
178.64 , 6090
179.60 , 6093
180.56 , 6098
181.52 , 6100
182.48 , 6101
183.44 , 6102
184.40 , 6100
185.36 , 6100
186.32 , 6103
187.28 , 6104
188.24 , 6106
189.20 , 6108
190.16 , 6112
191.12 , 6113
192.08 , 6111
193.04 , 6113
194.00 , 6114
194.96 , 6116
195.92 , 6117
196.88 , 6120
197.84 , 6121
198.80 , 6124
199.76 , 6125
200.72 , 6124
