50.46	3931
51.42	3984
52.38	4081
53.34	4152
54.3	4238
55.26	4236
56.22	4368
57.18	4427
58.14	4482
59.1	4450
60.06	4628
61.02	4722
61.98	4696
62.94	4803
63.9	4782
64.86	4915
65.82	4915
66.78	5078
67.74	5050
68.7	5135
69.66	5205
70.62	5271
71.58	5367
72.54	5448
73.5	5442
74.46	5474
75.42	5565
76.38	5603
77.34	5627
78.3	5644
79.26	5624
80.22	5665
81.18	5680
82.14	5678
83.1	5702
84.06	5711
85.02	5724
85.98	5729
86.94	5743
87.9	5751
88.86	5757
89.82	5767
90.78	5778
91.74	5788
92.7	5796
93.66	5796
94.62	5803
95.58	5812
96.54	5817
97.5	5822
98.46	5831
99.42	5835
100.38	5840
101.34	5846
102.3	5852
103.26	5856
104.22	5860
105.18	5868
106.14	5875
107.1	5874
108.06	5881
109.02	5884
109.98	5888
110.94	5892
111.9	5899
112.86	5904
113.82	5912
114.78	5918
115.74	5929
116.7	5918
117.66	5921
118.62	5925
119.58	5930
120.54	5933
121.5	5938
122.46	5945
123.42	5944
124.38	5961
125.34	5954
126.3	5957
127.26	5958
128.22	5965
129.18	5966
130.14	5970
131.1	5973
132.06	5974
133.02	5983
133.98	5982
134.94	5986
135.9	5988
136.86	5993
137.82	5996
138.78	6002
139.74	6004
140.7	6003
141.66	6002
142.62	6010
143.58	6008
144.54	6025
145.5	6014
146.46	6016
147.42	6020
148.38	6022
149.34	6025
150.3	6028
151.26	6031
152.22	6032
153.18	6033
154.14	6035
155.1	6039
156.06	6041
157.02	6042
157.98	6044
158.94	6046
159.9	6046
160.86	6050
161.82	6051
162.78	6055
163.74	6057
164.7	6059
165.66	6062
166.62	6064
167.58	6066
168.54	6072
169.5	6070
170.46	6073
171.42	6072
172.38	6073
173.34	6077
174.3	6078
175.26	6081
176.22	6082
177.18	6082
178.14	6086
179.1	6088
180.06	6089
181.02	6089
181.98	6093
182.94	6093
183.9	6094
184.86	6095
185.82	6099
186.78	6098
187.74	6099
188.7	6102
189.66	6101
190.62	6103
191.58	6106
192.54	6106
193.5	6111
194.46	6112
195.42	6113
196.38	6115
197.34	6116
198.3	6118
199.26	6119
200.22	6121
