50.1	3.902
51.1	3.98
52.1	4.044
53.1	4.121
54.1	4.203
55.1	4.262
56.1	4.347
57.1	4.417
58.1	4.49
59.1	4.597
60.1	4.662
61.1	4.702
62.1	4.752
63.1	4.825
64.1	4.901
65.1	4.965
66.1	5.036
67.1	5.077
68.1	5.145
69.1	5.234
70.1	5.297
71.1	5.355
72.1	5.41
73.1	5.47
74.1	5.53
75.1	5.55
76.1	5.61
77.1	5.63
78.1	5.64
79.1	5.67
80.1	5.68
81.1	5.7
82.1	5.72
83.1	5.72
84.1	5.72
85.1	5.74
86.1	5.75
87.1	5.76
88.1	5.77
89.1	5.78
90.1	5.78
91.1	5.79
92.1	5.81
93.1	5.82
94.1	5.82
95.1	5.82
96.1	5.83
97.1	5.83
98.1	5.84
99.1	5.85
100.1	5.85
101.1	5.86
102.1	5.86
103.1	5.86
104.1	5.86
105.1	5.87
106.1	5.87
107.1	5.88
108.1	5.88
109.1	5.89
110.1	5.89
111.1	5.9
112.1	5.9
113.1	5.9
114.1	5.91
115.1	5.91
116.1	5.92
117.1	5.92
118.1	5.93
119.1	5.93
120.1	5.94
121.1	5.94
122.1	5.95
123.1	5.95
124.1	5.95
125.1	5.95
126.1	5.96
127.1	5.95
128.1	5.96
129.1	5.97
130.1	5.97
131.1	5.98
132.1	5.98
133.1	5.98
134.1	5.98
135.1	5.98
136.1	5.99
137.1	5.99
138.1	5.99
139.1	6
140.1	6
