50.46	3792
51.42	3951
52.38	3991
53.34	4048
54.3	4138
55.26	4168
56.22	4248
57.18	4298
58.14	4353
59.1	4433
60.06	4509
61.02	4579
61.98	4627
62.94	4738
63.9	4811
64.86	4873
65.82	4925
66.78	4981
67.74	5119
68.7	5166
69.66	5227
70.62	5232
71.58	5287
72.54	5346
73.5	5391
74.46	5476
75.42	5495
76.38	5541
77.34	5568
78.3	5604
79.26	5612
80.22	5635
81.18	5647
82.14	5666
83.1	5684
84.06	5687
85.02	5701
85.98	5710
86.94	5723
87.9	5735
88.86	5745
89.82	5753
90.78	5761
91.74	5772
92.7	5779
93.66	5789
94.62	5793
95.58	5800
96.54	5809
97.5	5815
98.46	5818
99.42	5826
100.38	5830
101.34	5836
102.3	5843
103.26	5849
104.22	5853
105.18	5862
106.14	5862
107.1	5870
108.06	5874
109.02	5874
109.98	5883
110.94	5889
111.9	5893
112.86	5898
113.82	5903
114.78	5906
115.74	5910
116.7	5917
117.66	5916
118.62	5921
119.58	5924
120.54	5930
121.5	5931
122.46	5935
123.42	5940
124.38	5943
125.34	5944
126.3	5950
127.26	5954
128.22	5957
129.18	5961
130.14	5963
131.1	5966
132.06	5970
133.02	5974
133.98	5974
134.94	5978
135.9	5982
136.86	5985
137.82	5988
138.78	5989
139.74	5994
140.7	5997
141.66	5998
142.62	6001
143.58	6004
144.54	6006
145.5	6007
146.46	6010
147.42	6013
148.38	6016
149.34	6018
150.3	6022
151.26	6024
152.22	6026
153.18	6028
154.14	6031
155.1	6033
156.06	6034
157.02	6037
157.98	6039
158.94	6041
159.9	6044
160.86	6045
161.82	6047
162.78	6051
163.74	6051
164.7	6054
165.66	6055
166.62	6057
167.58	6059
168.54	6061
169.5	6065
170.46	6065
171.42	6068
172.38	6069
173.34	6071
174.3	6074
175.26	6075
176.22	6077
177.18	6079
178.14	6081
179.1	6083
180.06	6085
181.02	6086
181.98	6088
182.94	6089
183.9	6091
184.86	6093
185.82	6091
186.78	6092
187.74	6093
188.7	6095
189.66	6096
190.62	6097
191.58	6098
192.54	6099
193.5	6101
194.46	6102
195.42	6104
196.38	6105
197.34	6107
198.3	6108
199.26	6111
200.22	6113
